ms,ax,ay,az,gx,gy,gz,roll_x100,pitch_x100
5107, 586, 14, 3489, -186, -43, 57, -55, -167
5117, 560, 69, 3475, -146, 39, -47, -58, -166
5127, 527, 133, 3505, -188, 114, -107, -62, -159
5137, 541, -55, 3511, -78, 70, -182, -65, -156
5147, 509, -183, 3373, -85, 97, -193, -71, -150
5157, 559, -275, 3349, -120, 62, -77, -81, -148
5167, 563, -303, 3346, 16, 26, -27, -84, -148
5177, 538, -214, 3474, 73, 31, 13, -81, -147
5187, 583, -164, 3547, 94, 41, 9, -75, -146
5197, 510, -206, 3402, -21, 22, 9, -77, -145
5207, 491, -171, 3375, -133, 17, -13, -86, -144
5217, 491, -175, 3254, -118, 26, -44, -93, -142
5227, 470, -196, 3250, -160, 0, -78, -104, -142
5237, 523, -357, 3324, -166, 7, -111, -119, -142
5247, 496, -138, 3395, -222, -16, -90, -131, -143
5257, 574, -240, 3557, -140, 11, -29, -140, -144
5267, 566, -254, 3417, -45, 53, -11, -144, -143
5277, 532, -274, 3317, -37, 39, -70, -148, -141
5287, 471, -109, 3497, -27, 31, -127, -147, -139
5297, 384, -125, 3307, -20, 28, -159, -146, -134
5307, 430, -166, 3296, 56, -41, -280, -141, -135
5318, 346, -490, 2822, -51, -109, -161, -154, -138
5327, 328, -438, 2905, 10, -231, -99, -160, -147
5337, 358, -281, 3111, 10, -329, -86, -161, -163
5347, 461, -294, 3335, -47, -339, -41, -166, -183
5357, 541, -300, 3429, -113, -306, -48, -175, -202
5367, 660, -158, 3344, -88, -332, -53, -178, -225
5377, 564, -255, 3496, 80, -354, 4, -174, -247
5387, 601, -235, 3577, 59, -325, 28, -170, -267
5397, 671, -283, 3331, -100, -391, 34, -178, -293
5407, 664, -51, 3424, -288, -526, -232, -190, -327
5417, 439, -147, 3117, -510, -633, -277, -219, -360
5427, 460, -63, 3260, -535, -669, -269, -246, -396
5437, 655, -66, 3563, -289, -609, -217, -258, -432
5447, 693, -192, 3625, -219, -531, -202, -268, -463
5457, 806, -452, 3535, -70, -471, -180, -276, -493
5467, 757, -665, 3409, -10, -476, -160, -286, -522
5477, 651, -715, 3272, -160, -549, -120, -307, -552
5487, 703, -509, 3286, -180, -573, 15, -323, -585
5497, 734, -245, 3210, -263, -629, 29, -336, -621
5507, 822, -116, 3332, -307, -725, -196, -349, -664
5517, 819, -71, 3516, -25, -661, -197, -342, -703
5527, 959, -171, 3541, 72, -622, -210, -333, -741
5537, 1010, -389, 3519, 30, -596, -183, -332, -778
5547, 1053, -478, 3461, 157, -566, -175, -325, -815
5557, 1069, -516, 3404, 113, -547, -129, -323, -850
5567, 1085, -558, 3299, -114, -543, -107, -336, -884
5577, 865, -337, 3480, -166, -553, -84, -345, -913
5587, 1061, -327, 3277, -34, -503, -102, -347, -943
5597, 1093, -310, 3167, -3, -473, -81, -346, -973
5607, 1095, -385, 3212, 6, -476, -32, -346, -1002
5617, 1102, -448, 3064, 8, -492, 12, -349, -1032
5627, 1089, -438, 2935, 141, -524, 40, -343, -1064
5637, 1104, -489, 2915, 136, -546, 69, -340, -1097
5647, 1144, -464, 2757, 114, -636, 133, -337, -1137
5657, 1164, -426, 2981, 127, -709, 185, -332, -1180
5667, 1569, -238, 3401, 178, -693, 4, -318, -1230
5677, 1393, -372, 3354, 280, -623, 53, -302, -1269
5687, 1491, -297, 3580, 320, -559, -119, -282, -1306
5697, 1477, -281, 3558, 188, -504, -175, -269, -1338
5707, 1365, -245, 3482, -7, -472, -180, -268, -1365
5717, 1442, -210, 3399, -221, -419, -89, -279, -1391
5727, 1496, -147, 3173, -339, -429, -140, -295, -1419
5737, 1391, -88, 3261, -169, -475, -312, -299, -1447
5747, 1357, -206, 3269, -18, -444, -249, -297, -1471
5757, 1559, -274, 3248, 92, -425, -176, -290, -1499
5767, 1516, -437, 3312, 50, -446, -54, -290, -1526
5777, 1589, -394, 3229, -50, -470, 47, -296, -1557
5787, 1571, -151, 3246, -43, -483, 106, -294, -1587
5797, 1567, -218, 3123, -23, -492, 68, -293, -1618
5807, 1558, -187, 2974, -45, -492, -39, -292, -1649
5817, 1553, -113, 3177, -108, -485, -159, -293, -1677
5827, 1430, -65, 3243, -69, -515, -320, -290, -1703
5837, 1480, -96, 2947, -141, -495, -398, -293, -1731
5847, 1451, -172, 2737, -139, -587, -618, -298, -1765
5857, 1340, -221, 2840, 117, -642, -642, -288, -1797
5867, 1592, -484, 3002, 275, -658, -451, -277, -1835
5877, 1801, -686, 2825, -138, -737, -289, -298, -1885
5887, 1652, -394, 3062, -213, -734, -106, -313, -1927
5897, 1955, -348, 2913, -120, -805, -243, -321, -1982
5907, 1778, -436, 3127, 38, -828, -227, -322, -2031
5917, 1846, -453, 3062, 36, -772, -184, -324, -2078
5927, 1909, -244, 3063, -3, -775, -216, -321, -2125
5937, 1949, 52, 3112, 131, -756, -290, -303, -2171
5947, 2073, 88, 3218, 371, -726, -392, -269, -2216
5957, 2069, 34, 3209, 381, -825, -486, -236, -2267
5967, 2008, -170, 3335, 443, -781, -414, -206, -2311
5977, 2150, -293, 3252, 317, -714, -356, -188, -2354
5987, 2064, -247, 3273, 128, -665, -354, -180, -2391
5997, 2016, -165, 3113, 97, -574, -297, -173, -2423
6007, 2107, -223, 3051, 233, -544, -254, -158, -2454
6017, 2044, -228, 2957, 313, -563, -234, -140, -2486
6027, 2058, -264, 2831, 172, -581, -219, -132, -2520
6037, 2091, -206, 2684, 75, -602, -261, -128, -2557
6047, 2163, -230, 2833, 7, -629, -199, -129, -2595
6057, 2328, -362, 2934, -355, -621, -60, -155, -2634
6067, 2300, -105, 2900, -506, -605, 18, -183, -2672
6077, 2303, -37, 3065, -303, -587, 34, -196, -2706
6087, 2301, -79, 2936, -234, -562, 55, -206, -2739
6097, 2292, -60, 2872, -159, -543, -2, -210, -2771
6107, 2169, -102, 2963, 70, -530, -31, -202, -2797
6117, 2261, -307, 2719, 51, -511, 0, -201, -2827
6127, 2392, -240, 2747, 94, -484, 1, -195, -2857
6137, 2385, -215, 2624, 71, -509, 32, -191, -2890
6147, 2535, -245, 2798, 111, -511, 101, -185, -2924
6157, 2578, -224, 2832, 208, -509, 133, -172, -2957
6167, 2586, -122, 2900, 17, -485, 126, -168, -2988
6177, 2543, 36, 3148, -17, -483, -58, -162, -3013
6187, 2482, -5, 3058, -153, -406, -155, -165, -3033
6197, 2381, -98, 2731, -186, -343, -194, -173, -3051
6207, 2318, 9, 2491, -215, -355, -216, -179, -3071
6217, 2322, -123, 2434, 11, -398, -231, -175, -3094
6227, 2417, -190, 2415, -150, -495, -251, -184, -3125
6237, 2485, -326, 2584, -333, -549, -106, -208, -3158
6247, 2476, -368, 2651, -418, -553, -80, -238, -3189
6257, 2534, -199, 2557, -292, -562, 16, -254, -3223
6267, 2581, -155, 2516, -22, -580, 80, -252, -3260
6277, 2624, 40, 2507, -130, -647, 72, -250, -3300
6287, 2672, -21, 2788, -71, -662, 32, -247, -3338
6297, 2790, -61, 2778, -131, -594, -84, -249, -3374
6307, 2863, 28, 2755, -338, -576, -253, -260, -3410
6318, 2785, -48, 2738, -310, -533, -303, -272, -3441
6327, 2739, -31, 2515, -31, -550, -315, -266, -3474
6337, 2724, -196, 2259, 348, -613, -347, -243, -3515
6347, 2725, -346, 1963, 381, -734, -417, -225, -3568
6357, 2487, -262, 2120, 271, -816, -436, -210, -3616
6367, 2517, -217, 2154, 243, -844, -361, -195, -3665
6377, 2701, -184, 2486, 261, -789, -230, -178, -3708
6387, 2790, -61, 2728, 88, -731, -117, -168, -3745
6397, 3024, -212, 2811, -28, -640, -24, -169, -3780
6407, 3006, -188, 2617, 122, -561, 44, -161, -3812
6417, 3090, -272, 2263, 316, -523, 79, -145, -3849
6427, 2880, -32, 1988, 504, -617, 88, -109, -3891
6437, 2876, 195, 1881, 557, -797, 210, -60, -3945
6447, 2912, 43, 2175, 655, -867, 214, -14, -3997
6457, 3006, -23, 2412, 673, -856, 199, 29, -4046
6467, 3279, -54, 2718, 615, -760, 230, 68, -4089
6477, 3339, -68, 2803, 450, -623, 205, 95, -4122
6487, 3371, -137, 2717, 179, -480, 151, 103, -4148
6497, 3354, 42, 2513, 70, -371, 33, 110, -4169
6507, 3166, 114, 2149, -145, -359, -23, 107, -4192
6517, 3116, 109, 2067, -138, -398, -100, 105, -4218
6527, 3169, 206, 1874, -2, -498, -186, 115, -4254
6537, 3065, 123, 2052, 340, -604, -126, 142, -4289
6547, 3161, 79, 2284, 409, -585, 1, 171, -4321
6557, 3339, -46, 2484, 531, -493, 35, 202, -4347
6567, 3451, -103, 2442, 571, -361, 8, 232, -4367
6577, 3340, -209, 2208, 424, -286, 19, 250, -4384
6587, 3193, -122, 1971, 225, -283, -46, 258, -4402
6597, 3038, 42, 1861, 90, -311, -75, 264, -4421
6607, 3241, 58, 1627, -43, -366, -113, 263, -4451
6617, 3192, 109, 1930, -86, -443, -200, 261, -4479
6627, 3402, -41, 2037, -82, -456, -165, 253, -4508
6637, 3365, 120, 2377, -214, -453, -90, 243, -4530
6647, 3527, 264, 2386, -75, -364, -53, 246, -4549
6657, 3412, 226, 2296, 81, -322, -50, 258, -4564
6667, 3277, 271, 2169, 185, -297, -62, 278, -4577
6677, 3213, 296, 2037, 173, -246, -65, 298, -4587
6687, 3371, 161, 1946, 129, -259, -62, 311, -4604
6697, 3396, 65, 1912, 12, -278, -55, 312, -4622
6707, 3447, 12, 2074, -28, -268, -31, 309, -4638
6717, 3575, -100, 2277, -89, -176, 19, 297, -4646
6727, 3653, -118, 2358, -222, -82, 90, 277, -4648
6737, 3675, 69, 2486, -294, 62, 115, 259, -4640
6747, 3679, 229, 2476, -251, 241, 64, 250, -4620
6757, 3577, 231, 2358, -203, 379, 20, 244, -4593
6767, 3449, 256, 2192, -186, 502, -29, 241, -4560
6777, 3322, 297, 2116, -229, 557, -101, 238, -4522
6787, 3299, 217, 2051, -187, 607, -90, 234, -4484
6797, 3263, 84, 2051, -185, 663, -97, 225, -4442
6807, 3201, -34, 2130, -252, 729, -96, 208, -4394
6817, 3200, -34, 2005, -283, 786, -78, 189, -4347
6827, 3090, -34, 2028, -495, 821, -51, 158, -4295
6837, 3006, 45, 1983, -521, 808, -39, 129, -4244
6847, 3030, 160, 1909, -364, 791, -5, 115, -4197
6857, 3025, 98, 1752, -261, 681, 79, 105, -4161
6867, 3009, -142, 1726, -318, 571, 155, 82, -4133
6877, 3091, -59, 2188, -130, 528, 210, 74, -4100
6887, 3249, -90, 2434, -98, 572, 230, 67, -4065
6897, 3372, -83, 2650, -3, 693, 272, 66, -4021
6907, 3439, -227, 2681, 80, 779, 326, 65, -3974
6917, 3362, -173, 2486, -26, 871, 303, 60, -3924
6927, 3211, -24, 2458, -129, 918, 266, 54, -3870
6937, 3161, 30, 2395, -292, 962, 170, 39, -3814
6947, 2896, -20, 2380, -381, 1011, 53, 18, -3751
6957, 2831, -186, 2357, -113, 1046, 40, 8, -3685
6967, 2761, -454, 2271, 105, 1029, 63, 2, -3622
6977, 2746, -521, 2235, 206, 1001, 202, 0, -3562
6987, 2749, -273, 2188, 61, 965, 386, -3, -3507
6997, 2771, -54, 2390, 4, 935, 486, -1, -3451
7007, 2883, 183, 2387, -46, 921, 389, 6, -3400
7017, 2815, 331, 2642, -91, 908, 252, 14, -3345
7027, 2698, 398, 2864, -77, 928, 204, 24, -3284
7037, 2809, 217, 3063, 122, 1006, 153, 40, -3220
7047, 2773, -70, 2963, 284, 1132, 61, 58, -3150
7057, 2829, -249, 2978, 548, 1185, 117, 86, -3079
7067, 2730, -392, 2928, 641, 1240, 202, 114, -3004
7077, 2615, -425, 2884, 703, 1288, 310, 145, -2926
7087, 2651, -298, 2781, 684, 1316, 380, 178, -2851
7097, 2566, -165, 2761, 540, 1342, 279, 205, -2773
7107, 2451, 175, 2967, 292, 1351, 56, 227, -2692
7117, 2403, 435, 3008, 318, 1379, 33, 258, -2608
7127, 2221, 100, 2965, -75, 1420, -15, 254, -2520
7137, 2191, 201, 2957, -161, 1442, 62, 248, -2431
7147, 1989, 76, 2754, 11, 1409, 110, 249, -2344
7157, 1871, -136, 2602, 107, 1360, 205, 250, -2260
7167, 1594, -151, 2614, 317, 1287, 382, 262, -2174
7177, 1739, -26, 2318, 230, 1181, 403, 274, -2104
7187, 1705, 84, 2533, 77, 1099, 392, 279, -2037
7197, 1763, 236, 2880, 225, 1047, 287, 298, -1972
7207, 1704, 203, 3081, 337, 1078, 180, 321, -1903
7217, 1810, 107, 3165, 346, 1178, 44, 342, -1832
7227, 1654, 57, 3055, 260, 1221, -197, 355, -1756
7237, 1522, -27, 2872, 132, 1223, -298, 358, -1680
7247, 1657, -443, 2560, 192, 1164, -294, 352, -1615
7257, 1534, -572, 2422, -91, 949, -88, 323, -1563
7267, 1532, -237, 2751, -145, 749, 112, 304, -1521
7277, 1503, 30, 3095, -163, 677, 243, 291, -1480
7287, 1536, 371, 3468, -29, 718, 316, 296, -1436
7297, 1520, 465, 3659, 218, 778, 308, 318, -1387
7307, 1481, 298, 3625, 347, 892, 242, 343, -1332
7319, 1401, 281, 3417, 447, 1004, 266, 373, -1271
7327, 1435, 121, 3198, 440, 1041, 197, 399, -1210
7337, 1397, -182, 2808, 569, 961, 116, 423, -1158
7347, 1316, -289, 2806, 417, 858, 52, 434, -1111
7357, 1227, -184, 3023, 356, 734, 97, 445, -1068
7367, 1259, 65, 3220, 293, 706, 123, 458, -1027
7377, 1199, 75, 3409, 147, 707, 105, 463, -985
7387, 1222, 328, 3756, 11, 801, 57, 465, -936
7397, 1333, 358, 3890, 195, 921, -18, 478, -884
7407, 1397, 93, 3699, 127, 1097, -27, 481, -824
7417, 1265, 140, 3474, -14, 1114, -57, 477, -762
7427, 1019, 237, 3333, 93, 1110, -125, 483, -696
7437, 856, 349, 3178, 76, 1098, -147, 490, -628
7447, 755, 536, 3279, -17, 1059, -203, 497, -561
7457, 642, 363, 3109, 32, 1028, -198, 502, -494
7467, 707, 200, 3245, 225, 1010, -129, 514, -431
7477, 660, -4, 3230, 275, 989, -76, 523, -370
7487, 664, 16, 3215, 221, 974, -31, 529, -311
7497, 817, 76, 3550, 132, 919, -32, 531, -259
7507, 800, 258, 3565, 46, 934, -65, 533, -208
7517, 703, 379, 3395, -77, 927, -129, 530, -155
7527, 674, 354, 3436, -43, 927, -171, 529, -103
7537, 657, 224, 3494, 67, 932, -156, 531, -51
7547, 612, 152, 3390, -52, 913, -100, 524, 0
7557, 613, 119, 3489, -162, 904, -16, 509, 48
7567, 517, -51, 3381, -169, 884, 57, 490, 97
7577, 362, -95, 3195, -126, 826, 116, 473, 147
7587, 449, -15, 3342, -136, 873, 161, 458, 195
7597, 421, 95, 3436, -143, 812, 195, 445, 240
7607, 329, 261, 3381, -364, 791, 184, 424, 285
7617, 375, 436, 3640, -201, 831, 61, 416, 330
7627, 279, 314, 3559, -40, 954, -17, 416, 385
7637, 173, 200, 3403, -30, 1002, -31, 414, 444
7647, 108, 331, 3430, 124, 1010, -39, 425, 504
7657, -22, 158, 3176, 182, 988, 25, 435, 566
7667, -93, 39, 2945, 272, 905, 116, 447, 624
7677, -71, 34, 2917, 419, 765, 211, 467, 672
7687, -98, 43, 3002, 414, 650, 266, 488, 712
7697, -167, 28, 2833, 444, 533, 286, 509, 747
7707, -239, 204, 2995, 251, 425, 299, 523, 776
7717, -180, 513, 3202, 363, 362, 261, 552, 799
7727, 78, 709, 3853, 585, 502, 215, 596, 821
7737, 124, 469, 3900, 585, 673, 121, 633, 851
7747, 21, 76, 3484, 384, 757, 138, 648, 890
7757, 8, -87, 3306, 530, 754, 165, 668, 929
7767, -132, -180, 3026, 195, 649, 292, 664, 965
7777, -35, 52, 3218, 91, 571, 354, 661, 992
7787, -150, 155, 3217, 89, 517, 381, 660, 1019
7797, -216, 223, 3218, -143, 499, 408, 647, 1045
7807, -311, 317, 3153, -107, 452, 389, 640, 1071
7817, -450, 462, 3116, -341, 380, 383, 622, 1097
7827, -365, 541, 3415, -525, 352, 281, 595, 1116
7837, -235, 556, 3710, -485, 437, 181, 569, 1135
7847, -152, 432, 3697, -276, 549, 158, 555, 1159
7857, -284, 193, 3518, -487, 618, 210, 521, 1191
7867, -350, 256, 3390, -402, 621, 247, 496, 1225
7877, -552, 335, 3156, -247, 596, 275, 483, 1262
7887, -658, 321, 2945, -205, 513, 286, 474, 1299
7897, -550, 459, 3330, 107, 499, 234, 486, 1328
7907, -434, 451, 3533, 310, 566, 229, 509, 1357
7917, -589, 359, 3360, 54, 566, 216, 515, 1390
7927, -730, 396, 3077, 79, 536, 150, 523, 1426
7937, -720, 417, 3194, 397, 528, 84, 552, 1460
7947, -595, 269, 3381, 442, 540, 104, 577, 1489
7957, -308, 94, 3577, 374, 580, 151, 594, 1513
7967, -340, 157, 3598, 260, 614, 258, 604, 1538
7977, -554, 121, 3295, 72, 594, 357, 603, 1569
7987, -754, 183, 3131, 53, 563, 352, 602, 1603
7997, -877, 367, 2966, 48, 461, 317, 607, 1635
8007, -860, 424, 3086, 20, 424, 257, 611, 1663
8017, -845, 562, 3210, 0, 416, 196, 617, 1688
8027, -736, 341, 3159, -91, 428, 212, 612, 1711
8037, -692, 357, 3395, -279, 427, 240, 594, 1731
8047, -746, 314, 3191, -193, 434, 278, 582, 1754
8057, -634, 394, 3525, 43, 500, 297, 586, 1775
8067, -641, 277, 3316, 191, 582, 245, 596, 1802
8077, -682, 300, 3157, 221, 607, 213, 609, 1833
8087, -681, 363, 3301, 218, 612, 185, 623, 1862
8097, -784, 293, 3050, 188, 645, 188, 633, 1897
8107, -932, 413, 2890, 124, 608, 174, 644, 1934
8117, -1118, 449, 2700, 78, 521, 143, 653, 1972
8127, -1198, 491, 2725, 42, 459, 97, 661, 2007
8137, -1093, 562, 2825, 247, 410, 60, 683, 2035
8147, -741, 752, 3545, 230, 510, 74, 705, 2053
8157, -665, 401, 3599, 206, 649, 74, 716, 2078
8167, -904, 177, 3063, 10, 707, 140, 711, 2116
8177, -1134, 213, 2718, 100, 587, 223, 713, 2155
8187, -1128, 426, 2861, 250, 497, 233, 730, 2185
8197, -1078, 537, 3004, 254, 446, 192, 749, 2210
8207, -1089, 494, 3044, 139, 415, 151, 760, 2231
8217, -1224, 391, 2667, -37, 307, 107, 758, 2254
8227, -1283, 610, 2893, 4, 272, 178, 764, 2272
8237, -1119, 626, 3220, 279, 334, 123, 786, 2287
8247, -1214, 511, 3034, 231, 377, 88, 802, 2308
8257, -1262, 678, 2999, 328, 393, 45, 829, 2331
8267, -1365, 706, 2803, 325, 337, 4, 857, 2354
8277, -1352, 719, 2854, 305, 281, -40, 883, 2373
8287, -1252, 665, 2997, 301, 216, -19, 906, 2384
8297, -1269, 551, 2999, -22, 146, 61, 905, 2390
8307, -1358, 569, 2875, -161, 53, 132, 898, 2395
8318, -1313, 675, 3192, 96, 79, 81, 907, 2396
8327, -1253, 605, 3199, 256, 109, 31, 924, 2398
8337, -1329, 360, 2858, 142, 70, 6, 928, 2403
8347, -1475, 464, 2631, -26, -29, -38, 926, 2408
8357, -1467, 631, 2668, -62, -131, -94, 927, 2406
8367, -1419, 753, 2948, -31, -200, -137, 932, 2395
8377, -1455, 552, 2699, -79, -262, -177, 929, 2384
8387, -1279, 631, 2944, 112, -280, -120, 939, 2366
8397, -1121, 461, 3138, 299, -308, 7, 954, 2340
8407, -1296, 385, 2958, -85, -397, 98, 944, 2316
8417, -1302, 701, 3169, -19, -473, 16, 946, 2285
8427, -1295, 732, 3210, 94, -472, -79, 956, 2255
8437, -1307, 612, 3127, -7, -483, -121, 957, 2225
8447, -1214, 588, 3151, -51, -502, -173, 954, 2193
8457, -1296, 474, 2845, -117, -558, -201, 945, 2163
8467, -1287, 434, 2616, -103, -648, -138, 937, 2130
8477, -1176, 316, 2492, -216, -826, 48, 919, 2087
8487, -1259, 287, 2413, -820, -1069, 240, 864, 2032
8497, -1181, 495, 2646, -1170, -1244, 336, 795, 1963
8507, -780, 884, 3456, -1035, -1260, 331, 741, 1876
8517, -373, 852, 3999, -782, -1162, 218, 701, 1785
8527, -245, 607, 4186, -830, -981, 105, 652, 1704
8537, -369, 338, 3807, -609, -794, -101, 613, 1639
8547, -418, 235, 3559, 71, -581, -255, 613, 1592
8557, -689, 97, 3065, 285, -491, -269, 624, 1560
8567, -946, 90, 2662, 198, -445, -245, 630, 1543
8577, -1175, 290, 2168, 161, -648, -113, 642, 1526
8587, -1161, 498, 2312, 44, -852, 72, 653, 1494
8597, -1149, 611, 2667, -558, -1056, 175, 628, 1446
8607, -562, 947, 3635, -647, -1064, 153, 602, 1375
8617, -277, 881, 4063, -482, -890, 12, 583, 1308
8627, -345, 566, 3747, -496, -736, -112, 558, 1255
8637, -495, 411, 3425, -360, -694, -218, 538, 1211
8647, -474, 326, 3267, -126, -650, -322, 531, 1170
8657, -505, 313, 3271, -43, -637, -374, 530, 1132
8667, -559, 261, 3242, -160, -641, -403, 519, 1096
8677, -258, 220, 3515, -91, -590, -340, 512, 1055
8687, -229, -122, 3225, -324, -596, -200, 481, 1014
8697, -409, -236, 2847, -694, -680, -18, 425, 976
8707, -311, 113, 3087, -498, -716, 35, 392, 933
8717, -308, 129, 3162, -417, -700, 2, 366, 891
8727, -399, 115, 3000, -401, -713, -53, 340, 853
8737, -448, 112, 2859, -317, -728, -145, 321, 816
8747, -377, 360, 3165, -104, -660, -253, 321, 781
8757, -6, 414, 3623, 397, -533, -409, 352, 743
8767, 339, 269, 3918, 578, -283, -414, 389, 712
8777, 200, -121, 3585, 343, -178, -226, 401, 692
8787, 54, -319, 3125, 172, -191, -58, 398, 676
8797, 40, -159, 3261, 296, -196, 27, 406, 660
8807, 42, -43, 3334, 219, -194, 53, 413, 644
8817, -62, 132, 3269, 18, -236, 39, 412, 629
8827, -137, 251, 3242, 70, -226, -37, 418, 617
8837, -265, 260, 3054, 113, -217, -152, 427, 610
8847, -413, 191, 2820, 69, -262, -270, 432, 606
8857, -248, 344, 2931, 321, -268, -348, 456, 597
8867, 9, 332, 3319, 609, -224, -217, 496, 581
8877, 243, 194, 3354, 381, -203, -57, 517, 561
8887, -90, 109, 2879, -344, -305, 139, 492, 546
8897, -303, 335, 2633, -607, -488, 230, 459, 527
8907, -267, 297, 2736, -415, -625, 193, 437, 499
8917, -153, 353, 3047, -547, -777, 200, 408, 457
8927, -98, 321, 3108, -769, -830, 152, 365, 411
8937, 209, 439, 3514, -630, -819, 27, 334, 357
8947, 255, 344, 3707, -340, -677, -190, 317, 312
8957, 352, 338, 3766, -89, -516, -291, 316, 275
8967, 685, 259, 4039, 299, -410, -221, 336, 238
8977, 635, -57, 3879, -20, -329, -71, 330, 207
8987, 568, -119, 3513, -185, -331, 49, 311, 178
8997, 633, -194, 3543, 42, -385, 93, 305, 145
9007, 368, -19, 3247, -186, -489, 205, 290, 113
9017, 365, 112, 3222, -481, -644, 366, 261, 72
9027, 424, 406, 3389, -475, -691, 299, 240, 28
9037, 369, 427, 3479, -506, -682, 211, 218, -13
9047, 567, 368, 3790, -357, -551, 101, 204, -51
9057, 648, 43, 3758, 8, -400, -37, 204, -80
9067, 428, -121, 3227, 114, -338, -17, 206, -101
9077, 538, -36, 3319, 122, -345, 37, 211, -124
9087, 441, 40, 3212, 82, -442, 95, 216, -150
9097, 578, 198, 3646, -69, -449, 191, 215, -179
9107, 749, 147, 3892, -93, -403, 181, 211, -208
9117, 723, 20, 3754, -176, -368, 165, 199, -235
9127, 744, 38, 3777, -77, -287, 118, 194, -256
9137, 595, -37, 3401, -35, -270, 24, 189, -273
9147, 401, 11, 3161, -292, -329, 32, 171, -288
9157, 553, 99, 3432, -142, -331, -31, 164, -307
9167, 673, -129, 3457, -16, -280, -56, 159, -325
9177, 560, -613, 2741, 43, -391, 127, 143, -348
9187, 680, -484, 2886, 253, -554, 362, 144, -383
9197, 817, -180, 3436, 380, -617, 445, 162, -424
9207, 917, 301, 3868, 294, -504, 438, 186, -459
9217, 1005, 386, 4030, 441, -337, 310, 221, -485
9227, 956, 108, 3825, 607, -165, 187, 258, -499
9237, 909, -25, 3448, 390, -96, 143, 279, -508
9247, 901, 135, 3352, 324, -105, 22, 300, -518
9257, 810, 145, 3286, 424, -90, -4, 326, -525
9267, 732, 112, 3343, 299, -82, -80, 344, -529
9277, 599, 101, 3237, 203, -104, -89, 355, -530
9287, 544, 181, 3207, 71, -99, -95, 360, -530
9297, 538, 313, 3226, 18, -108, -156, 365, -530
9307, 491, 274, 2929, 15, -152, -247, 370, -532
9318, 298, 312, 2313, -236, -364, -371, 363, -540
9327, 34, 512, 2561, -254, -538, -381, 360, -550
9337, 530, 927, 3245, 192, -554, -315, 393, -577
9347, 823, 681, 3690, 101, -542, -252, 410, -609
9357, 954, 233, 3562, -471, -527, -238, 382, -643
9367, 1008, 147, 3509, -526, -545, -231, 349, -680
9377, 1016, -170, 3350, -444, -585, -114, 313, -719
9387, 913, -409, 3116, -191, -665, 55, 286, -760
9397, 892, 41, 3329, 73, -735, 194, 289, -803
9407, 1045, 123, 3579, 67, -765, 58, 293, -850
9417, 921, 340, 3822, 69, -607, -32, 302, -883
9427, 1443, 377, 4245, 486, -406, -116, 336, -913
9437, 1461, -32, 4092, 334, -217, -86, 352, -932
9447, 1486, -214, 3909, 217, -79, -39, 355, -944
9457, 1401, -146, 3819, 156, 69, 13, 356, -945
9467, 1322, -138, 3520, 50, 151, 45, 351, -941
9477, 1121, 72, 3348, -113, 193, 65, 342, -930
9487, 1117, 279, 3277, -47, 249, 17, 343, -916
9497, 1025, 265, 3197, 5, 309, -60, 347, -896
9507, 894, 260, 2864, -152, 318, -99, 341, -874
9517, 762, 351, 2753, -129, 295, -127, 341, -850
9527, 713, 494, 2853, 29, 313, -163, 354, -824
9537, 829, 515, 3104, 134, 384, -204, 372, -796
9547, 805, 332, 2960, 104, 451, -248, 384, -765
9557, 637, 87, 2588, 23, 406, -195, 384, -733
9567, 583, -29, 2502, 84, 312, -125, 384, -706
9577, 619, 128, 2704, 86, 234, -92, 389, -685
